sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,c_charge_degree,c_charge_desc,priors_count,two_year_recid
Female,49,Greater than 45,Caucasian,0,0,0,M,Leaving Acc/Unattended Veh,1,0
Female,24,Less than 25,Caucasian,0,0,0,M,Battery,0,0
Male,27,25 - 45,African-American,0,0,0,F,Poss Pyrrolidinovalerophenone,4,1
Female,55,Greater than 45,African-American,0,0,0,M,Aggravated Assault W/Dead Weap,1,0
Male,19,Less than 25,African-American,1,2,0,F,arrest case no charge,3,1
Male,24,Less than 25,African-American,2,0,0,M,Viol Prot Injunc Repeat Viol,7,1
Male,39,25 - 45,Other,0,0,0,M,Expired DL More Than 6 Months,1,0
Male,21,Less than 25,Caucasian,0,0,0,F,arrest case no charge,1,0
Male,28,25 - 45,Caucasian,0,0,0,F,"Poss3,4 Methylenedioxymethcath",0,1
Male,34,25 - 45,African-American,0,0,0,M,Possess Cannabis/20 Grams Or Less,4,0
Male,27,25 - 45,African-American,0,0,0,F,arrest case no charge,2,0
Male,37,25 - 45,African-American,3,0,0,M,arrest case no charge,12,0
Male,40,25 - 45,African-American,0,0,0,F,Aggravated Assault W/Dead Weap,1,0
Female,36,25 - 45,Caucasian,0,0,0,F,Possession of Ethylone,4,1
Male,23,Less than 25,Caucasian,0,0,0,F,Possession of Cannabis,0,0
Male,34,25 - 45,African-American,0,0,0,F,arrest case no charge,19,1
Male,27,25 - 45,African-American,0,0,1,F,Possession of Cocaine,5,1
Male,50,Greater than 45,African-American,0,0,0,F,Possess Weapon On School Prop,1,0
Male,22,Less than 25,African-American,0,1,2,F,Pos Cannabis W/Intent Sel/Del,1,0
Male,43,25 - 45,African-American,0,0,0,F,Felony Battery (Dom Strang),1,1
Male,29,25 - 45,Caucasian,0,0,0,M,Prostitution/Lewdness/Assign,0,1
Female,50,Greater than 45,Hispanic,0,0,0,F,arrest case no charge,1,1
Male,61,Greater than 45,Caucasian,0,0,0,F,Aggravated Assault W/Dead Weap,1,1
Male,34,25 - 45,African-American,0,0,0,F,arrest case no charge,1,0
Male,56,Greater than 45,African-American,0,0,0,F,arrest case no charge,1,0
Male,31,25 - 45,African-American,3,0,0,F,Driving While License Revoked,16,1
Male,21,Less than 25,Caucasian,0,0,0,F,Trespassing/Construction Site,0,0
Male,23,Less than 25,African-American,0,0,1,F,Poss Pyrrolidinovalerophenone,1,1
Male,45,Greater than 45,Other,0,0,0,F,arrest case no charge,1,0
Male,24,Less than 25,African-American,0,0,0,M,Possess Cannabis/20 Grams Or Less,1,1
Male,30,25 - 45,African-American,0,0,0,F,Introduce Contraband Into Jail,1,0
Male,32,25 - 45,African-American,0,6,5,F,arrest case no charge,17,1
Male,61,Greater than 45,Caucasian,0,0,0,M,Driving Under The Influence,0,0
Male,27,25 - 45,Caucasian,0,0,0,M,Viol Injunct Domestic Violence,3,0
Female,27,25 - 45,African-American,0,0,0,M,Operating W/O Valid License,2,0
Male,41,25 - 45,Hispanic,0,0,0,M,Battery,2,0
Male,60,Greater than 45,Caucasian,0,0,0,M,Driving Under The Influence,0,0
Male,23,Less than 25,African-American,0,0,0,M,Criminal Mischief>$200<$1000,1,0
Male,40,25 - 45,Caucasian,0,0,0,M,Battery,0,0
Male,30,25 - 45,Caucasian,0,0,0,F,Grand Theft in the 3rd Degree,0,0
Female,20,Less than 25,Caucasian,0,0,0,F,Possession Of Heroin,1,0
Female,20,Less than 25,African-American,0,0,0,F,Grand Theft in the 3rd Degree,0,0
Male,48,Greater than 45,Asian,0,0,0,F,Aggravated Assault W/dead Weap,0,0
Male,24,Less than 25,African-American,0,0,0,M,Battery,0,1
Male,30,25 - 45,African-American,0,0,0,M,Battery,5,0
Female,20,Less than 25,African-American,0,0,0,M,Battery,0,1
Male,25,25 - 45,African-American,0,0,0,M,arrest case no charge,0,0
Male,38,25 - 45,Caucasian,0,0,0,M,Susp Drivers Lic 1st Offense,0,0
Male,29,25 - 45,African-American,0,0,0,F,Carrying Concealed Firearm,0,1
Female,38,25 - 45,Caucasian,0,0,0,M,Petit Theft $100- $300,1,1
Male,27,25 - 45,African-American,0,0,0,F,Grand Theft (Motor Vehicle),1,0
Male,21,Less than 25,Caucasian,0,0,0,M,Battery,0,1
Male,24,Less than 25,African-American,0,0,0,F,False Imprisonment,1,0
Male,53,Greater than 45,Caucasian,0,0,0,F,arrest case no charge,3,1
Male,36,25 - 45,Caucasian,0,0,0,F,Grand Theft in the 3rd Degree,4,1
Male,64,Greater than 45,African-American,0,0,0,M,arrest case no charge,8,1
Male,23,Less than 25,African-American,0,0,0,M,Possession of Alcohol Under 21,0,1
Male,26,25 - 45,Caucasian,0,0,0,M,Battery,3,0
Male,48,Greater than 45,Caucasian,0,0,0,F,Battery on a Person Over 65,0,0
Male,27,25 - 45,Other,0,0,0,F,Possession of Cocaine,6,1
Male,21,Less than 25,African-American,0,0,0,F,Battery on Law Enforc Officer,0,0
Male,20,Less than 25,African-American,0,0,0,F,Deliver Cocaine,0,1
Male,37,25 - 45,African-American,0,0,0,M,Resist/Obstruct W/O Violence,17,0
Male,51,Greater than 45,Caucasian,0,0,0,F,Possession of Cocaine,8,1
Male,47,Greater than 45,Caucasian,0,0,0,F,Possession of Cocaine,2,1
Male,29,25 - 45,Caucasian,0,0,0,M,Ride Tri-Rail Without Paying,2,1
Male,27,25 - 45,African-American,0,0,1,F,Shoot Into Vehicle,2,1
Male,45,Greater than 45,African-American,1,0,0,F,Possession of Cocaine,16,0
Male,41,25 - 45,Caucasian,0,0,0,F,Poss Contr Subst W/o Prescript,0,1
Male,31,25 - 45,Caucasian,0,0,0,M,Battery,3,1
Male,28,25 - 45,Asian,0,0,0,F,Aggravated Battery,9,0
Female,29,25 - 45,African-American,0,0,0,F,Robbery W/Firearm,1,0
Male,39,25 - 45,Caucasian,0,0,0,F,"Poss3,4 Methylenedioxymethcath",1,0
Male,33,25 - 45,Caucasian,0,0,0,F,Grand Theft in the 3rd Degree,0,0
Female,21,Less than 25,African-American,0,1,0,F,Uttering a Forged Instrument,1,1
Male,48,Greater than 45,Asian,0,0,0,M,Viol Injunct Domestic Violence,0,0
Male,27,25 - 45,African-American,0,0,0,M,arrest case no charge,3,0
Male,24,Less than 25,Hispanic,0,0,0,F,Lewd/Lasc Battery Pers 12+/<16,0,0
Female,24,Less than 25,Caucasian,0,0,0,M,Battery,0,0
Male,29,25 - 45,African-American,0,0,0,M,Battery,3,1
Male,33,25 - 45,Hispanic,0,0,0,F,arrest case no charge,3,0
Male,21,Less than 25,Caucasian,0,0,0,F,Uttering a Forged Instrument,0,1
Female,31,25 - 45,Caucasian,0,0,2,F,Possession Of Alprazolam,14,0
Male,32,25 - 45,Hispanic,0,0,0,F,Aggravated Assault W/o Firearm,1,0
Male,62,Greater than 45,Caucasian,0,0,0,M,DUI Level 0.15 Or Minor In Veh,0,0
Male,39,25 - 45,Caucasian,0,0,0,F,Driving While License Revoked,3,1
Male,56,Greater than 45,Caucasian,0,0,0,M,Battery,2,0
Male,28,25 - 45,African-American,0,0,0,F,Drivg While Lic Suspd/Revk/Can,6,0
Female,26,25 - 45,African-American,0,0,0,F,arrest case no charge,6,1
Male,24,Less than 25,African-American,0,0,0,F,Strong Armed  Robbery,5,1
Male,51,Greater than 45,Hispanic,0,0,0,M,DUI Level 0.15 Or Minor In Veh,0,0
Male,51,Greater than 45,Hispanic,0,0,0,F,Neglect Child / No Bodily Harm,1,0
Male,28,25 - 45,African-American,0,0,1,F,Grand Theft in the 3rd Degree,7,0
Female,36,25 - 45,African-American,0,0,0,M,Battery,1,0
Male,39,25 - 45,Hispanic,0,0,0,F,Aggravated Assault W/Dead Weap,0,0
Female,38,25 - 45,Caucasian,0,0,0,M,Battery,0,0
Male,23,Less than 25,African-American,0,0,0,F,Grand Theft in the 3rd Degree,1,0
Male,28,25 - 45,Caucasian,0,0,0,M,Battery,5,1
Female,29,25 - 45,Caucasian,0,0,0,F,arrest case no charge,7,1
Male,20,Less than 25,African-American,4,2,1,F,arrest case no charge,6,1
Female,38,25 - 45,Other,0,0,0,F,"Poss3,4 Methylenedioxymethcath",0,0
Male,29,25 - 45,African-American,0,0,0,M,Battery,0,0
Female,34,25 - 45,Asian,0,0,0,F,Child Abuse,1,0
Male,29,25 - 45,African-American,0,0,0,F,Driving While License Revoked,11,1
Male,34,25 - 45,African-American,0,0,0,M,Battery,8,0
Male,26,25 - 45,African-American,0,0,0,F,Burglary Conveyance Armed,6,1
Male,58,Greater than 45,African-American,0,0,0,F,Felony Battery (Dom Strang),0,0
Male,37,25 - 45,Hispanic,0,0,0,F,arrest case no charge,6,1
Male,23,Less than 25,African-American,0,0,0,F,arrest case no charge,1,0
Male,48,Greater than 45,Caucasian,0,0,0,M,Petit Theft,0,1
Male,61,Greater than 45,African-American,0,0,0,F,arrest case no charge,9,0
Male,30,25 - 45,African-American,0,0,0,F,Battery on Law Enforc Officer,1,1
Male,44,25 - 45,African-American,0,0,0,F,Robbery / No Weapon,0,0
Male,26,25 - 45,African-American,0,0,0,F,arrest case no charge,3,0
Male,46,Greater than 45,African-American,0,0,0,F,Stalking (Aggravated),3,1
Male,36,25 - 45,Caucasian,0,0,0,F,Driving While License Revoked,5,0
Female,29,25 - 45,African-American,0,1,0,F,arrest case no charge,11,1
Female,23,Less than 25,Other,0,0,0,M,Battery,0,0
Male,53,Greater than 45,African-American,0,0,0,F,Aggravated Battery,3,1
Male,33,25 - 45,Other,0,0,0,F,arrest case no charge,5,0
Male,35,25 - 45,African-American,0,0,0,M,Battery,8,0
Female,39,25 - 45,Caucasian,0,0,0,F,arrest case no charge,3,0
Male,21,Less than 25,Hispanic,1,0,0,F,Felony Battery (Dom Strang),1,1
Female,26,25 - 45,Caucasian,0,0,0,F,Purchase Cannabis,2,1
Male,26,25 - 45,African-American,1,0,0,F,arrest case no charge,10,1
Male,28,25 - 45,African-American,0,0,0,M,Battery,8,1
Female,21,Less than 25,Caucasian,0,3,1,M,Battery,3,1
Male,37,25 - 45,African-American,0,0,0,F,arrest case no charge,8,0
Male,29,25 - 45,Caucasian,0,0,0,F,Grand Theft in the 3rd Degree,1,0
Male,22,Less than 25,African-American,1,0,0,F,Possession of Cocaine,12,1
Male,59,Greater than 45,African-American,0,0,0,M,arrest case no charge,4,0
Male,28,25 - 45,African-American,0,8,2,F,Possession of Cocaine,12,1
Female,56,Greater than 45,Caucasian,0,0,0,M,Battery,0,0
Female,32,25 - 45,Caucasian,0,0,0,M,Driving License Suspended,2,0
Male,30,25 - 45,Caucasian,0,0,0,F,Possession of Cannabis,0,0
Male,27,25 - 45,African-American,0,0,0,F,,2,0
Male,29,25 - 45,Other,0,0,0,F,Agg Battery Grt/Bod/Harm,0,0
Male,24,Less than 25,African-American,0,0,0,F,arrest case no charge,1,0
Female,27,25 - 45,Caucasian,0,0,0,F,Grand Theft (Motor Vehicle),6,0
Male,43,25 - 45,African-American,0,0,0,M,Resist/Obstruct W/O Violence,15,1
Female,53,Greater than 45,African-American,0,0,0,F,Unlicensed Telemarketing,5,0
Male,27,25 - 45,African-American,1,0,0,F,Issuing a Worthless Draft,6,1
Male,26,25 - 45,African-American,0,1,0,M,arrest case no charge,6,0
Female,24,Less than 25,Caucasian,0,0,0,F,arrest case no charge,1,0
Male,30,25 - 45,African-American,0,0,0,F,"Poss3,4 Methylenedioxymethcath",0,0
Male,56,Greater than 45,Other,0,0,0,F,Possession of Cocaine,6,1
Male,26,25 - 45,African-American,0,0,0,F,Driving While License Revoked,4,0
Male,24,Less than 25,African-American,2,1,0,M,Battery,3,1
Male,30,25 - 45,Hispanic,0,0,0,M,Unlaw LicTag/Sticker Attach,6,1
Male,37,25 - 45,Hispanic,0,0,0,F,Conspiracy to Deliver Cocaine,4,0
Male,54,Greater than 45,African-American,0,0,0,F,arrest case no charge,4,0
Male,23,Less than 25,Hispanic,0,0,0,F,arrest case no charge,0,1
Male,25,25 - 45,Other,0,0,0,F,D.U.I. Serious Bodily Injury,1,1
Female,48,Greater than 45,African-American,0,0,3,F,arrest case no charge,18,1
Female,36,25 - 45,African-American,0,0,0,F,Possession of Cocaine,13,1
Male,21,Less than 25,African-American,0,0,0,F,Grand Theft in the 3rd Degree,1,1
Male,26,25 - 45,Caucasian,0,0,0,F,arrest case no charge,10,1
Male,26,25 - 45,Caucasian,0,0,3,M,Driving License Suspended,10,1
Male,45,Greater than 45,Caucasian,0,0,0,F,Felony Battery (Dom Strang),0,0
Male,47,Greater than 45,Caucasian,0,0,0,M,Battery,1,0
Male,30,25 - 45,Hispanic,0,0,0,F,Possession of Cannabis,7,1
Male,41,25 - 45,African-American,2,0,1,M,arrest case no charge,14,1
Male,50,Greater than 45,Caucasian,0,0,0,F,arrest case no charge,1,0
Male,57,Greater than 45,Caucasian,0,0,0,M,Fraud Obtain Food or Lodging,3,0
Male,31,25 - 45,African-American,0,0,0,F,Grand Theft in the 3rd Degree,2,0
Male,21,Less than 25,African-American,0,0,0,F,Uttering a Forged Instrument,0,1
Female,28,25 - 45,African-American,1,0,0,M,Battery,1,1
Male,29,25 - 45,Caucasian,1,0,1,F,Tampering With Physical Evidence,9,1
Male,28,25 - 45,African-American,0,0,0,F,Pos Cannabis W/Intent Sel/Del,2,0
Female,25,25 - 45,Caucasian,0,0,0,M,Aide/Abet Prostitution Lewdness,1,1
Male,22,Less than 25,African-American,0,0,0,F,Grand Theft in the 3rd Degree,0,1
Female,21,Less than 25,African-American,0,0,0,F,Uttering a Forged Instrument,0,0
Male,48,Greater than 45,Caucasian,0,0,0,F,Grand Theft in the 3rd Degree,0,1
Male,25,25 - 45,African-American,0,0,1,F,Burglary Unoccupied Dwelling,4,1
Male,37,25 - 45,African-American,0,0,0,F,Tampering With Physical Evidence,7,0
Male,31,25 - 45,Caucasian,0,0,0,F,Tampering With Physical Evidence,5,1
Male,56,Greater than 45,Other,0,0,0,M,Battery,0,0
Male,24,Less than 25,African-American,0,0,0,M,Driving Under The Influence,0,0
Male,30,25 - 45,African-American,0,0,0,F,Live on Earnings of Prostitute,15,1
Male,47,Greater than 45,Caucasian,0,0,0,M,DUI Property Damage/Injury,5,0
Male,66,Greater than 45,Caucasian,0,0,0,M,Viol Injunct Domestic Violence,2,0
Male,51,Greater than 45,African-American,0,0,0,F,arrest case no charge,21,1
Male,64,Greater than 45,Caucasian,0,0,0,F,Grand Theft in the 3rd Degree,8,1
Male,76,Greater than 45,Asian,0,0,0,F,Aggravated Assault w/Firearm,0,0
Female,28,25 - 45,Caucasian,0,0,0,F,Burglary Structure Unoccup,3,1
Male,35,25 - 45,African-American,0,0,0,M,Battery,1,0
Male,44,25 - 45,Other,0,0,0,F,Felony Driving While Lic Suspd,6,1
Female,39,25 - 45,African-American,0,0,0,F,Arson in the First Degree,3,0
Male,38,25 - 45,Hispanic,1,0,1,F,Felony Battery (Dom Strang),7,1
Male,24,Less than 25,African-American,0,0,0,F,Grand Theft (Motor Vehicle),0,0
Male,27,25 - 45,Caucasian,0,0,0,F,Resist Officer w/Violence,4,0
Male,36,25 - 45,Caucasian,0,0,0,F,Possession of Cocaine,0,0
Male,20,Less than 25,Hispanic,0,0,0,F,Corrupt Public Servant,0,1
Male,21,Less than 25,African-American,0,0,1,F,Battery on Law Enforc Officer,0,1
Male,27,25 - 45,African-American,0,0,0,F,arrest case no charge,7,1
Male,28,25 - 45,African-American,0,1,0,F,Possession of Cocaine,18,1
Male,52,Greater than 45,Hispanic,0,0,0,M,Battery,0,1
Male,39,25 - 45,Caucasian,0,0,0,F,arrest case no charge,16,1
Male,19,Less than 25,African-American,0,0,0,F,Resist Officer w/Violence,0,1
Male,46,Greater than 45,Caucasian,0,0,0,F,arrest case no charge,1,0
Male,40,25 - 45,African-American,0,0,0,F,Felony Driving While Lic Suspd,2,0
Male,30,25 - 45,Caucasian,0,0,0,F,Grand Theft in the 3rd Degree,5,1
Male,28,25 - 45,Caucasian,0,0,0,F,Manufacture Cannabis,0,1
Male,27,25 - 45,Caucasian,0,0,0,M,Battery,0,0
Male,23,Less than 25,Hispanic,0,0,0,F,Possession of Cocaine,3,1
Male,33,25 - 45,African-American,2,0,0,F,Felony Battery (Dom Strang),8,1
Male,25,25 - 45,African-American,0,0,0,F,arrest case no charge,7,0
Male,25,25 - 45,African-American,0,0,0,F,Dealing in Stolen Property,3,1
Male,33,25 - 45,Caucasian,0,0,0,F,Burglary Dwelling Assault/Batt,4,0
Female,24,Less than 25,African-American,0,0,0,F,Deliver Cocaine,0,0
Male,44,25 - 45,Caucasian,0,0,0,F,Driving While License Revoked,0,0
Male,44,25 - 45,African-American,0,0,0,F,Felony/Driving Under Influence,0,0
Female,23,Less than 25,African-American,0,0,0,M,Battery,0,0
Female,31,25 - 45,Caucasian,0,0,1,F,Burglary Structure Unoccup,2,1
Male,27,25 - 45,African-American,0,0,1,F,Cruelty Toward Child,0,0
Female,26,25 - 45,Caucasian,0,0,0,F,Possession of Oxycodone,1,1
Male,57,Greater than 45,African-American,0,0,0,M,Battery,16,1
Male,55,Greater than 45,Caucasian,0,0,0,F,Battery on a Person Over 65,0,0
Male,67,Greater than 45,Hispanic,0,0,0,M,,0,1
Female,36,25 - 45,Caucasian,0,0,0,F,Felony Petit Theft,7,1
Male,45,Greater than 45,Hispanic,0,0,0,F,arrest case no charge,6,0
Male,30,25 - 45,African-American,0,0,0,M,Operating W/O Valid License,18,1
Male,34,25 - 45,African-American,0,0,0,F,Possession of Cocaine,0,1
Male,24,Less than 25,African-American,0,0,0,F,arrest case no charge,1,0
Male,21,Less than 25,Other,0,0,0,F,Attempted Burg/Convey/Unocc,0,1
Male,42,25 - 45,African-American,0,0,0,F,Driving While License Revoked,7,0
Female,34,25 - 45,Caucasian,0,0,0,F,Possession of Cocaine,12,1
Male,30,25 - 45,Hispanic,0,0,0,M,Driving Under The Influence,3,0
Male,40,25 - 45,Caucasian,0,0,0,F,Carrying Concealed Firearm,6,0
Male,24,Less than 25,Hispanic,0,0,0,F,arrest case no charge,1,0
Male,24,Less than 25,Asian,0,0,0,F,arrest case no charge,4,1
Male,30,25 - 45,Other,0,0,0,F,Deliver Cannabis,13,1
Male,30,25 - 45,African-American,0,0,0,F,Possession of Cocaine,4,0
Male,31,25 - 45,Caucasian,0,0,0,M,Battery,3,1
Male,33,25 - 45,Caucasian,0,0,0,F,arrest case no charge,2,1
Male,27,25 - 45,Caucasian,0,0,0,M,Battery,1,0
Male,22,Less than 25,Hispanic,0,0,1,F,arrest case no charge,0,1
Male,37,25 - 45,African-American,0,0,0,M,Battery,3,0
Male,25,25 - 45,African-American,0,0,0,F,Possession Of Methamphetamine,1,0
Male,45,Greater than 45,Caucasian,0,0,0,F,arrest case no charge,2,0
Male,22,Less than 25,Hispanic,0,0,0,F,arrest case no charge,1,1
Male,31,25 - 45,Caucasian,0,0,0,F,Battery on Law Enforc Officer,1,0
Male,23,Less than 25,African-American,0,0,0,F,Pos Cannabis W/Intent Sel/Del,0,0
Male,21,Less than 25,African-American,0,0,0,F,Possession Firearm School Prop,0,0
Male,28,25 - 45,African-American,0,0,0,M,Battery,6,1
Male,35,25 - 45,African-American,0,0,0,F,Felony Battery (Dom Strang),0,0
Male,29,25 - 45,African-American,0,1,1,F,Grand Theft in the 3rd Degree,4,1
Male,23,Less than 25,African-American,0,0,0,F,Burglary Conveyance Unoccup,2,1
Male,28,25 - 45,African-American,0,0,0,F,arrest case no charge,7,1
Female,34,25 - 45,Caucasian,0,0,0,M,Driving License Suspended,0,1
Female,32,25 - 45,Caucasian,0,0,0,F,Burglary Dwelling Assault/Batt,5,0
Male,52,Greater than 45,Caucasian,0,0,0,M,Susp Drivers Lic 1st Offense,2,0
Male,25,25 - 45,African-American,0,0,0,F,arrest case no charge,2,0
Male,34,25 - 45,Caucasian,0,1,0,F,Possession of Cocaine,15,0
Male,47,Greater than 45,African-American,0,0,0,F,Felony Driving While Lic Suspd,4,1
Male,50,Greater than 45,African-American,0,0,0,F,Deliver Cocaine,9,0
Female,30,25 - 45,African-American,0,0,0,F,Crimin Mischief Damage $1000+,4,0
Male,22,Less than 25,Caucasian,0,0,0,M,Battery,0,1
Male,53,Greater than 45,Caucasian,0,0,0,M,Driving Under The Influence,1,1
Female,47,Greater than 45,African-American,0,0,0,F,Possession of Cocaine,7,1
Male,37,25 - 45,Caucasian,0,0,0,F,Driving While License Revoked,3,0
Male,37,25 - 45,African-American,0,0,0,M,Battery,8,0
Male,26,25 - 45,African-American,0,0,0,F,"Poss3,4 Methylenedioxymethcath",7,1
Female,31,25 - 45,Caucasian,0,0,0,M,Battery,0,0
Male,20,Less than 25,Caucasian,0,0,3,F,Felony Battery (Dom Strang),0,1
Male,22,Less than 25,African-American,0,0,0,F,Burglary Unoccupied Dwelling,0,1
Male,33,25 - 45,African-American,0,0,1,F,Driving While License Revoked,14,1
Male,30,25 - 45,African-American,0,0,0,M,Battery,1,0
Male,27,25 - 45,Caucasian,0,0,0,F,Possession of Cocaine,5,1
Male,24,Less than 25,African-American,0,0,0,M,Battery,2,1
Female,20,Less than 25,Other,0,0,0,M,Battery,1,0
Male,29,25 - 45,African-American,0,0,0,M,Battery,0,0
Male,24,Less than 25,Caucasian,0,0,0,F,Falsely Impersonating Officer,0,0
Male,44,25 - 45,African-American,0,0,0,F,Possession of Cocaine,29,1
Female,46,Greater than 45,Caucasian,0,0,0,M,Battery,1,1
Female,36,25 - 45,African-American,0,0,0,F,Grand Theft in the 3rd Degree,1,0
Male,23,Less than 25,African-American,0,0,0,M,Battery,0,1
Male,21,Less than 25,African-American,0,0,1,F,Possession of Cocaine,1,1
Male,29,25 - 45,African-American,0,0,0,F,Felony Driving While Lic Suspd,6,1
Male,25,25 - 45,Hispanic,1,4,0,F,Driving While License Revoked,10,1
Female,22,Less than 25,Hispanic,0,0,0,F,Possession Of Amphetamine,1,0
Male,29,25 - 45,African-American,0,0,0,M,Assault,4,0
Female,26,25 - 45,African-American,0,0,0,M,Robbery / No Weapon,0,0
Female,50,Greater than 45,Caucasian,0,0,0,M,Criminal Mischief Damage <$200,7,1
Male,32,25 - 45,African-American,0,0,0,F,False Imprisonment,1,0
Male,45,Greater than 45,Hispanic,0,0,0,F,Felony Battery (Dom Strang),0,0
Male,30,25 - 45,African-American,0,0,0,F,Aggravated Assault W/Dead Weap,1,0
Male,25,25 - 45,African-American,0,0,0,F,Crim Use of Personal ID Info,0,0
Female,44,25 - 45,Caucasian,0,0,0,F,Felony Committing Prostitution,10,1
Male,58,Greater than 45,African-American,0,0,0,F,Grand Theft (Motor Vehicle),0,1
Male,24,Less than 25,African-American,0,0,0,F,"Poss3,4 Methylenedioxymethcath",5,0
Male,20,Less than 25,African-American,0,1,0,F,Grand Theft in the 3rd Degree,1,1
Male,29,25 - 45,Caucasian,0,0,0,M,Battery,0,1
Male,21,Less than 25,Caucasian,0,0,0,F,arrest case no charge,1,0
Male,38,25 - 45,African-American,1,2,2,M,Possess Cannabis/20 Grams Or Less,22,1
Male,62,Greater than 45,Hispanic,0,0,0,F,Possession Of Heroin,5,0
Female,46,Greater than 45,Caucasian,0,0,0,F,arrest case no charge,1,0
Male,29,25 - 45,African-American,0,1,0,F,Driving While License Revoked,17,1
Male,30,25 - 45,African-American,0,0,0,F,Possession of Cocaine,0,1
Male,55,Greater than 45,African-American,0,0,0,F,Driving While License Revoked,8,1
Male,25,25 - 45,African-American,0,0,0,F,Agg Fleeing/Eluding High Speed,10,1
Male,47,Greater than 45,Caucasian,0,0,0,M,DUI Level 0.15 Or Minor In Veh,2,0
Male,27,25 - 45,Hispanic,0,0,0,M,Operating W/O Valid License,1,0
Male,30,25 - 45,African-American,0,0,0,F,Felony Battery,13,1
Male,24,Less than 25,African-American,0,0,3,F,Driving While License Revoked,4,1
Male,48,Greater than 45,Caucasian,0,0,0,F,Possession of Oxycodone,2,1
Male,45,Greater than 45,Caucasian,0,0,0,F,Grand Theft in the 3rd Degree,0,1
Male,26,25 - 45,African-American,0,0,0,M,Possess Cannabis/20 Grams Or Less,2,0
Female,42,25 - 45,Caucasian,0,0,0,M,DUI Level 0.15 Or Minor In Veh,0,0
Male,34,25 - 45,African-American,0,0,0,M,Battery,1,0
Male,21,Less than 25,African-American,0,0,0,M,Resist/Obstruct W/O Violence,0,1
Female,69,Greater than 45,Caucasian,0,0,0,M,Leaving Acc/Unattended Veh,2,0
Male,24,Less than 25,Caucasian,0,0,1,F,arrest case no charge,5,1
Male,45,Greater than 45,African-American,0,0,0,M,Resist/Obstruct W/O Violence,1,0
Male,28,25 - 45,African-American,0,0,0,M,Operating W/O Valid License,3,0
Male,25,25 - 45,African-American,0,3,1,M,Battery,8,1
Male,52,Greater than 45,African-American,0,0,0,M,DUI Property Damage/Injury,2,0
Male,30,25 - 45,Caucasian,0,0,0,F,Felony Battery (Dom Strang),0,0
Female,26,25 - 45,Hispanic,0,0,0,M,Battery,0,0
Male,34,25 - 45,Other,0,0,0,F,Felony Batt(Great Bodily Harm),0,1
Male,32,25 - 45,Caucasian,0,1,0,F,arrest case no charge,5,1
Male,47,Greater than 45,Caucasian,0,0,0,F,Grand Theft in the 3rd Degree,11,0
Male,38,25 - 45,African-American,0,0,0,M,Possess Cannabis/20 Grams Or Less,2,1
Male,32,25 - 45,African-American,0,0,0,F,arrest case no charge,2,0
Male,23,Less than 25,African-American,0,2,2,F,"Poss3,4 Methylenedioxymethcath",4,1
Male,30,25 - 45,Hispanic,0,0,0,M,DUI Property Damage/Injury,0,0
Male,59,Greater than 45,African-American,0,0,0,F,Felony Petit Theft,9,1
Male,24,Less than 25,Caucasian,0,0,0,F,arrest case no charge,5,1
Female,22,Less than 25,African-American,0,0,0,F,Robbery / No Weapon,0,0
Male,35,25 - 45,African-American,0,0,0,F,arrest case no charge,6,0
Male,24,Less than 25,African-American,0,0,0,F,Uttering a Forged Instrument,0,1
Male,35,25 - 45,African-American,0,0,0,M,Battery,1,0
Male,25,25 - 45,African-American,0,0,0,F,Grand Theft in the 3rd Degree,2,0
Male,58,Greater than 45,Caucasian,0,0,0,M,Carry Open/Uncov Bev In Pub,3,0
Male,27,25 - 45,African-American,0,0,0,F,Driving While License Revoked,7,1
Male,24,Less than 25,African-American,0,0,1,F,Resist Officer w/Violence,6,1
Male,33,25 - 45,Caucasian,0,0,0,M,DUI Level 0.15 Or Minor In Veh,2,0
Male,44,25 - 45,Caucasian,0,0,0,F,Driving While License Revoked,4,0
Male,30,25 - 45,African-American,0,0,0,F,Grand Theft in the 3rd Degree,3,0
Female,39,25 - 45,Hispanic,0,0,0,F,arrest case no charge,2,0
Male,28,25 - 45,Caucasian,0,0,0,F,Crim Use of Personal ID Info,0,0
Male,34,25 - 45,African-American,0,0,0,F,Purchase Cannabis,1,0
Male,26,25 - 45,African-American,0,0,0,F,arrest case no charge,1,1
Male,23,Less than 25,African-American,0,0,0,F,Pos Cannabis W/Intent Sel/Del,0,0
Male,29,25 - 45,Caucasian,0,0,1,F,Possession of Cocaine,11,1
Male,31,25 - 45,African-American,0,0,0,M,Battery,0,0
Male,38,25 - 45,Other,0,0,0,F,arrest case no charge,1,0
Male,30,25 - 45,African-American,0,0,0,F,arrest case no charge,14,1
Male,21,Less than 25,Caucasian,0,0,0,F,Grand Theft in the 3rd Degree,2,1
Male,44,25 - 45,African-American,0,0,0,F,Felony Driving While Lic Suspd,0,0
Male,52,Greater than 45,African-American,0,0,0,F,Felony Battery (Dom Strang),0,0
Male,30,25 - 45,African-American,0,0,0,F,Grand Theft in the 3rd Degree,6,1
Male,31,25 - 45,African-American,0,0,0,F,Aggravated Battery / Pregnant,9,1
Female,21,Less than 25,African-American,0,1,0,F,Deliver Cannabis,2,0
Male,77,Greater than 45,Caucasian,0,0,0,M,DUI Property Damage/Injury,1,0
